ID,Code,"Entry ID","Is Redeemed?","Redeeemed Date",Winner,"Winner Amount"
5013096,BNZZX0JVD,0,No,,No,
5013097,BNZZX0JVC,0,No,,No,
5013098,BNZZX0JVB,0,No,,No,
5013099,BNZZX0JVA,0,No,,No,
5013100,BNZZX0JV9,0,No,,No,
5013101,BNZZX0JV8,0,No,,No,
5013102,BNZZX0JV7,0,No,,No,
5013103,BNZZX0JV6,0,No,,No,
5013104,BNZZX0JV5,0,No,,No,
5013105,BNZZX0JV4,0,No,,No,
5013106,BNZZX0JV3,0,No,,No,
5013107,BNZZX0JV2,0,No,,No,
5013108,BNZZX0JV1,0,No,,No,
5013109,BNZZX0JV0,0,No,,No,
5013110,BNZZX0JUZ,0,No,,No,
5013111,BNZZX0JUY,0,No,,No,
5013112,BNZZX0JUX,0,No,,No,
5013113,BNZZX0JUW,0,No,,No,
5013114,BNZZX0JUV,0,No,,No,
5013115,BNZZX0JUU,0,No,,No,
5013116,BNZZX0JUT,0,No,,No,
5013117,BNZZX0JUS,0,No,,No,
5013118,BNZZX0JUR,0,No,,No,
5013119,BNZZX0JUQ,0,No,,No,
5013120,BNZZX0JUP,0,No,,No,
5013121,BNZZX0JUO,0,No,,No,
5013122,BNZZX0JUN,0,No,,No,
5013123,BNZZX0JUM,0,No,,No,
5013124,BNZZX0JUL,0,No,,No,
5013125,BNZZX0JUK,0,No,,No,
5013126,BNZZX0JUJ,0,No,,No,
5013127,BNZZX0JUI,0,No,,No,
5013128,BNZZX0JUH,0,No,,No,
5013129,BNZZX0JUG,0,No,,No,
5013130,BNZZX0JUF,0,No,,No,
5013131,BNZZX0JUE,0,No,,No,
5013132,BNZZX0JUD,0,No,,No,
5013133,BNZZX0JUC,0,No,,No,
5013134,BNZZX0JUB,0,No,,No,
5013135,BNZZX0JUA,0,No,,No,
5013136,BNZZX0JU9,0,No,,No,
5013137,BNZZX0JU8,0,No,,No,
5013138,BNZZX0JU7,0,No,,No,
5013139,BNZZX0JU6,0,No,,No,
5013140,BNZZX0JU5,0,No,,No,
5013141,BNZZX0JU4,0,No,,No,
5013142,BNZZX0JU3,0,No,,No,
5013143,BNZZX0JU2,0,No,,No,
5013144,BNZZX0JU1,0,No,,No,
5013145,BNZZX0JU0,0,No,,No,
5013146,BNZZX0JTZ,0,No,,No,
5013147,BNZZX0JTY,0,No,,No,
5013148,BNZZX0JTX,0,No,,No,
5013149,BNZZX0JTW,0,No,,No,
5013150,BNZZX0JTV,0,No,,No,
5013151,BNZZX0JTU,0,No,,No,
5013152,BNZZX0JTT,0,No,,No,
5013153,BNZZX0JTS,0,No,,No,
5013154,BNZZX0JTR,0,No,,No,
5013155,BNZZX0JTQ,0,No,,No,
5013156,BNZZX0JTP,0,No,,No,
5013157,BNZZX0JTO,0,No,,No,
5013158,BNZZX0JTN,0,No,,No,
5013159,BNZZX0JTM,0,No,,No,
5013160,BNZZX0JTL,0,No,,No,
5013161,BNZZX0JTK,0,No,,No,
5013162,BNZZX0JTJ,0,No,,No,
5013163,BNZZX0JTI,0,No,,No,
5013164,BNZZX0JTH,0,No,,No,
5013165,BNZZX0JTG,0,No,,No,
5013166,BNZZX0JTF,0,No,,No,
5013167,BNZZX0JTE,0,No,,No,
5013168,BNZZX0JTD,0,No,,No,
5013169,BNZZX0JTC,0,No,,No,
5013170,BNZZX0JTB,0,No,,No,
5013171,BNZZX0JTA,0,No,,No,
5013172,BNZZX0JT9,0,No,,No,
5013173,BNZZX0JT8,0,No,,No,
5013174,BNZZX0JT7,0,No,,No,
5013175,BNZZX0JT6,0,No,,No,
5013176,BNZZX0JT5,0,No,,No,
5013177,BNZZX0JT4,0,No,,No,
5013178,BNZZX0JT3,0,No,,No,
5013179,BNZZX0JT2,0,No,,No,
5013180,BNZZX0JT1,0,No,,No,
5013181,BNZZX0JT0,0,No,,No,
5013182,BNZZX0JSZ,0,No,,No,
5013183,BNZZX0JSY,0,No,,No,
5013184,BNZZX0JSX,0,No,,No,
5013185,BNZZX0JSW,0,No,,No,
5013186,BNZZX0JSV,0,No,,No,
5013187,BNZZX0JSU,0,No,,No,
5013188,BNZZX0JST,0,No,,No,
5013189,BNZZX0JSS,0,No,,No,
5013190,BNZZX0JSR,0,No,,No,
5013191,BNZZX0JSQ,0,No,,No,
5013192,BNZZX0JSP,0,No,,No,
5013193,BNZZX0JSO,0,No,,No,
5013194,BNZZX0JSN,0,No,,No,
5013195,BNZZX0JSM,0,No,,No,
5013196,BNZZX0JSL,0,No,,No,
5013197,BNZZX0JSK,0,No,,No,
5013198,BNZZX0JSJ,0,No,,No,
5013199,BNZZX0JSI,0,No,,No,
5013200,BNZZX0JSH,0,No,,No,
5013201,BNZZX0JSG,0,No,,No,
5013202,BNZZX0JSF,0,No,,No,
5013203,BNZZX0JSE,0,No,,No,
5013204,BNZZX0JSD,0,No,,No,
5013205,BNZZX0JSC,0,No,,No,
5013206,BNZZX0JSB,0,No,,No,
5013207,BNZZX0JSA,0,No,,No,
5013208,BNZZX0JS9,0,No,,No,
5013209,BNZZX0JS8,0,No,,No,
5013210,BNZZX0JS7,0,No,,No,
5013211,BNZZX0JS6,0,No,,No,
5013212,BNZZX0JS5,0,No,,No,
5013213,BNZZX0JS4,0,No,,No,
5013214,BNZZX0JS3,0,No,,No,
5013215,BNZZX0JS2,0,No,,No,
5013216,BNZZX0JS1,0,No,,No,
5013217,BNZZX0JS0,0,No,,No,
5013218,BNZZX0JRZ,0,No,,No,
5013219,BNZZX0JRY,0,No,,No,
5013220,BNZZX0JRX,0,No,,No,
5013221,BNZZX0JRW,0,No,,No,
5013222,BNZZX0JRV,0,No,,No,
5013223,BNZZX0JRU,0,No,,No,
5013224,BNZZX0JRT,0,No,,No,
5013225,BNZZX0JRS,0,No,,No,
5013226,BNZZX0JRR,0,No,,No,
5013227,BNZZX0JRQ,0,No,,No,
5013228,BNZZX0JRP,0,No,,No,
5013229,BNZZX0JRO,0,No,,No,
5013230,BNZZX0JRN,0,No,,No,
5013231,BNZZX0JRM,0,No,,No,
5013232,BNZZX0JRL,0,No,,No,
5013233,BNZZX0JRK,0,No,,No,
5013234,BNZZX0JRJ,0,No,,No,
5013235,BNZZX0JRI,0,No,,No,
5013236,BNZZX0JRH,0,No,,No,
5013237,BNZZX0JRG,0,No,,No,
5013238,BNZZX0JRF,0,No,,No,
5013239,BNZZX0JRE,0,No,,No,
5013240,BNZZX0JRD,0,No,,No,
5013241,BNZZX0JRC,0,No,,No,
5013242,BNZZX0JRB,0,No,,No,
5013243,BNZZX0JRA,0,No,,No,
5013244,BNZZX0JR9,0,No,,No,
5013245,BNZZX0JR8,0,No,,No,
5013246,BNZZX0JR7,0,No,,No,
5013247,BNZZX0JR6,0,No,,No,
5013248,BNZZX0JR5,0,No,,No,
5013249,BNZZX0JR4,0,No,,No,
5013250,BNZZX0JR3,0,No,,No,
5013251,BNZZX0JR2,0,No,,No,
5013252,BNZZX0JR1,0,No,,No,
5013253,BNZZX0JR0,0,No,,No,
5013254,BNZZX0JQZ,0,No,,No,
5013255,BNZZX0JQY,0,No,,No,
5013256,BNZZX0JQX,0,No,,No,
5013257,BNZZX0JQW,0,No,,No,
5013258,BNZZX0JQV,0,No,,No,
5013259,BNZZX0JQU,0,No,,No,
5013260,BNZZX0JQT,0,No,,No,
5013261,BNZZX0JQS,0,No,,No,
5013262,BNZZX0JQR,0,No,,No,
5013263,BNZZX0JQQ,0,No,,No,
5013264,BNZZX0JQP,0,No,,No,
5013265,BNZZX0JQO,0,No,,No,
5013266,BNZZX0JQN,0,No,,No,
5013267,BNZZX0JQM,0,No,,No,
5013268,BNZZX0JQL,0,No,,No,
5013269,BNZZX0JQK,0,No,,No,
5013270,BNZZX0JQJ,0,No,,No,
5013271,BNZZX0JQI,0,No,,No,
5013272,BNZZX0JQH,0,No,,No,
5013273,BNZZX0JQG,0,No,,No,
5013274,BNZZX0JQF,0,No,,No,
5013275,BNZZX0JQE,0,No,,No,
5013276,BNZZX0JQD,0,No,,No,
5013277,BNZZX0JQC,0,No,,No,
5013278,BNZZX0JQB,0,No,,No,
5013279,BNZZX0JQA,0,No,,No,
5013280,BNZZX0JQ9,0,No,,No,
5013281,BNZZX0JQ8,0,No,,No,
5013282,BNZZX0JQ7,0,No,,No,
5013283,BNZZX0JQ6,0,No,,No,
5013284,BNZZX0JQ5,0,No,,No,
5013285,BNZZX0JQ4,0,No,,No,
5013286,BNZZX0JQ3,0,No,,No,
5013287,BNZZX0JQ2,0,No,,No,
5013288,BNZZX0JQ1,0,No,,No,
5013289,BNZZX0JQ0,0,No,,No,
5013290,BNZZX0JPZ,0,No,,No,
5013291,BNZZX0JPY,0,No,,No,
5013292,BNZZX0JPX,0,No,,No,
5013293,BNZZX0JPW,0,No,,No,
5013294,BNZZX0JPV,0,No,,No,
5013295,BNZZX0JPU,0,No,,No,
5013296,BNZZX0JPT,0,No,,No,
5013297,BNZZX0JPS,0,No,,No,
5013298,BNZZX0JPR,0,No,,No,
5013299,BNZZX0JPQ,0,No,,No,
5013300,BNZZX0JPP,0,No,,No,
5013301,BNZZX0JPO,0,No,,No,
5013302,BNZZX0JPN,0,No,,No,
5013303,BNZZX0JPM,0,No,,No,
5013304,BNZZX0JPL,0,No,,No,
5013305,BNZZX0JPK,0,No,,No,
5013306,BNZZX0JPJ,0,No,,No,
5013307,BNZZX0JPI,0,No,,No,
5013308,BNZZX0JPH,0,No,,No,
5013309,BNZZX0JPG,0,No,,No,
5013310,BNZZX0JPF,0,No,,No,
5013311,BNZZX0JPE,0,No,,No,
5013312,BNZZX0JPD,0,No,,No,
5013313,BNZZX0JPC,0,No,,No,
5013314,BNZZX0JPB,0,No,,No,
5013315,BNZZX0JPA,0,No,,No,
5013316,BNZZX0JP9,0,No,,No,
5013317,BNZZX0JP8,0,No,,No,
5013318,BNZZX0JP7,0,No,,No,
5013319,BNZZX0JP6,0,No,,No,
5013320,BNZZX0JP5,0,No,,No,
5013321,BNZZX0JP4,0,No,,No,
5013322,BNZZX0JP3,0,No,,No,
5013323,BNZZX0JP2,0,No,,No,
5013324,BNZZX0JP1,0,No,,No,
5013325,BNZZX0JP0,0,No,,No,
5013326,BNZZX0JOZ,0,No,,No,
5013327,BNZZX0JOY,0,No,,No,
5013328,BNZZX0JOX,0,No,,No,
5013329,BNZZX0JOW,0,No,,No,
5013330,BNZZX0JOV,0,No,,No,
5013331,BNZZX0JOU,0,No,,No,
5013332,BNZZX0JOT,0,No,,No,
5013333,BNZZX0JOS,0,No,,No,
5013334,BNZZX0JOR,0,No,,No,
5013335,BNZZX0JOQ,0,No,,No,
5013336,BNZZX0JOP,0,No,,No,
5013337,BNZZX0JOO,0,No,,No,
5013338,BNZZX0JON,0,No,,No,
5013339,BNZZX0JOM,0,No,,No,
5013340,BNZZX0JOL,0,No,,No,
5013341,BNZZX0JOK,0,No,,No,
5013342,BNZZX0JOJ,0,No,,No,
5013343,BNZZX0JOI,0,No,,No,
5013344,BNZZX0JOH,0,No,,No,
5013345,BNZZX0JOG,0,No,,No,
5013346,BNZZX0JOF,0,No,,No,
5013347,BNZZX0JOE,0,No,,No,
5013348,BNZZX0JOD,0,No,,No,
5013349,BNZZX0JOC,0,No,,No,
5013350,BNZZX0JOB,0,No,,No,
5013351,BNZZX0JOA,0,No,,No,
5013352,BNZZX0JO9,0,No,,No,
5013353,BNZZX0JO8,0,No,,No,
5013354,BNZZX0JO7,0,No,,No,
5013355,BNZZX0JO6,0,No,,No,
5013356,BNZZX0JO5,0,No,,No,
5013357,BNZZX0JO4,0,No,,No,
5013358,BNZZX0JO3,0,No,,No,
5013359,BNZZX0JO2,0,No,,No,
5013360,BNZZX0JO1,0,No,,No,
5013361,BNZZX0JO0,0,No,,No,
5013362,BNZZX0JNZ,0,No,,No,
5013363,BNZZX0JNY,0,No,,No,
5013364,BNZZX0JNX,0,No,,No,
5013365,BNZZX0JNW,0,No,,No,
5013366,BNZZX0JNV,0,No,,No,
5013367,BNZZX0JNU,0,No,,No,
5013368,BNZZX0JNT,0,No,,No,
5013369,BNZZX0JNS,0,No,,No,
5013370,BNZZX0JNR,0,No,,No,
5013371,BNZZX0JNQ,0,No,,No,
5013372,BNZZX0JNP,0,No,,No,
5013373,BNZZX0JNO,0,No,,No,
5013374,BNZZX0JNN,0,No,,No,
5013375,BNZZX0JNM,0,No,,No,
5013376,BNZZX0JNL,0,No,,No,
5013377,BNZZX0JNK,0,No,,No,
5013378,BNZZX0JNJ,0,No,,No,
5013379,BNZZX0JNI,0,No,,No,
5013380,BNZZX0JNH,0,No,,No,
5013381,BNZZX0JNG,0,No,,No,
5013382,BNZZX0JNF,0,No,,No,
5013383,BNZZX0JNE,0,No,,No,
5013384,BNZZX0JND,0,No,,No,
5013385,BNZZX0JNC,0,No,,No,
5013386,BNZZX0JNB,0,No,,No,
5013387,BNZZX0JNA,0,No,,No,
5013388,BNZZX0JN9,0,No,,No,
5013389,BNZZX0JN8,0,No,,No,
5013390,BNZZX0JN7,0,No,,No,
5013391,BNZZX0JN6,0,No,,No,
5013392,BNZZX0JN5,0,No,,No,
5013393,BNZZX0JN4,0,No,,No,
5013394,BNZZX0JN3,0,No,,No,
5013395,BNZZX0JN2,0,No,,No,
5013396,BNZZX0JN1,0,No,,No,
5013397,BNZZX0JN0,0,No,,No,
5013398,BNZZX0JMZ,0,No,,No,
5013399,BNZZX0JMY,0,No,,No,
5013400,BNZZX0JMX,0,No,,No,
5013401,BNZZX0JMW,0,No,,No,
5013402,BNZZX0JMV,0,No,,No,
5013403,BNZZX0JMU,0,No,,No,
5013404,BNZZX0JMT,0,No,,No,
5013405,BNZZX0JMS,0,No,,No,
5013406,BNZZX0JMR,0,No,,No,
5013407,BNZZX0JMQ,0,No,,No,
5013408,BNZZX0JMP,0,No,,No,
5013409,BNZZX0JMO,0,No,,No,
5013410,BNZZX0JMN,0,No,,No,
5013411,BNZZX0JMM,0,No,,No,
5013412,BNZZX0JML,0,No,,No,
5013413,BNZZX0JMK,0,No,,No,
5013414,BNZZX0JMJ,0,No,,No,
5013415,BNZZX0JMI,0,No,,No,
5013416,BNZZX0JMH,0,No,,No,
5013417,BNZZX0JMG,0,No,,No,
5013418,BNZZX0JMF,0,No,,No,
5013419,BNZZX0JME,0,No,,No,
5013420,BNZZX0JMD,0,No,,No,
5013421,BNZZX0JMC,0,No,,No,
5013422,BNZZX0JMB,0,No,,No,
5013423,BNZZX0JMA,0,No,,No,
5013424,BNZZX0JM9,0,No,,No,
5013425,BNZZX0JM8,0,No,,No,
5013426,BNZZX0JM7,0,No,,No,
5013427,BNZZX0JM6,0,No,,No,
5013428,BNZZX0JM5,0,No,,No,
5013429,BNZZX0JM4,0,No,,No,
5013430,BNZZX0JM3,0,No,,No,
5013431,BNZZX0JM2,0,No,,No,
5013432,BNZZX0JM1,0,No,,No,
5013433,BNZZX0JM0,0,No,,No,
5013434,BNZZX0JLZ,0,No,,No,
5013435,BNZZX0JLY,0,No,,No,
5013436,BNZZX0JLX,0,No,,No,
5013437,BNZZX0JLW,0,No,,No,
5013438,BNZZX0JLV,0,No,,No,
5013439,BNZZX0JLU,0,No,,No,
5013440,BNZZX0JLT,0,No,,No,
5013441,BNZZX0JLS,0,No,,No,
5013442,BNZZX0JLR,0,No,,No,
5013443,BNZZX0JLQ,0,No,,No,
5013444,BNZZX0JLP,0,No,,No,
5013445,BNZZX0JLO,0,No,,No,
5013446,BNZZX0JLN,0,No,,No,
5013447,BNZZX0JLM,0,No,,No,
5013448,BNZZX0JLL,0,No,,No,
5013449,BNZZX0JLK,0,No,,No,
5013450,BNZZX0JLJ,0,No,,No,
5013451,BNZZX0JLI,0,No,,No,
5013452,BNZZX0JLH,0,No,,No,
5013453,BNZZX0JLG,0,No,,No,
5013454,BNZZX0JLF,0,No,,No,
5013455,BNZZX0JLE,0,No,,No,
5013456,BNZZX0JLD,0,No,,No,
5013457,BNZZX0JLC,0,No,,No,
5013458,BNZZX0JLB,0,No,,No,
5013459,BNZZX0JLA,0,No,,No,
5013460,BNZZX0JL9,0,No,,No,
5013461,BNZZX0JL8,0,No,,No,
5013462,BNZZX0JL7,0,No,,No,
5013463,BNZZX0JL6,0,No,,No,
5013464,BNZZX0JL5,0,No,,No,
5013465,BNZZX0JL4,0,No,,No,
5013466,BNZZX0JL3,0,No,,No,
5013467,BNZZX0JL2,0,No,,No,
5013468,BNZZX0JL1,0,No,,No,
5013469,BNZZX0JL0,0,No,,No,
5013470,BNZZX0JKZ,0,No,,No,
5013471,BNZZX0JKY,0,No,,No,
5013472,BNZZX0JKX,0,No,,No,
5013473,BNZZX0JKW,0,No,,No,
5013474,BNZZX0JKV,0,No,,No,
5013475,BNZZX0JKU,0,No,,No,
5013476,BNZZX0JKT,0,No,,No,
5013477,BNZZX0JKS,0,No,,No,
5013478,BNZZX0JKR,0,No,,No,
5013479,BNZZX0JKQ,0,No,,No,
5013480,BNZZX0JKP,0,No,,No,
5013481,BNZZX0JKO,0,No,,No,
5013482,BNZZX0JKN,0,No,,No,
5013483,BNZZX0JKM,0,No,,No,
5013484,BNZZX0JKL,0,No,,No,
5013485,BNZZX0JKK,0,No,,No,
5013486,BNZZX0JKJ,0,No,,No,
5013487,BNZZX0JKI,0,No,,No,
5013488,BNZZX0JKH,0,No,,No,
5013489,BNZZX0JKG,0,No,,No,
5013490,BNZZX0JKF,0,No,,No,
5013491,BNZZX0JKE,0,No,,No,
5013492,BNZZX0JKD,0,No,,No,
5013493,BNZZX0JKC,0,No,,No,
5013494,BNZZX0JKB,0,No,,No,
5013495,BNZZX0JKA,0,No,,No,
5013496,BNZZX0JK9,0,No,,No,
5013497,BNZZX0JK8,0,No,,No,
5013498,BNZZX0JK7,0,No,,No,
5013499,BNZZX0JK6,0,No,,No,
5013500,BNZZX0JK5,0,No,,No,
5013501,BNZZX0JK4,0,No,,No,
5013502,BNZZX0JK3,0,No,,No,
5013503,BNZZX0JK2,0,No,,No,
5013504,BNZZX0JK1,0,No,,No,
5013505,BNZZX0JK0,0,No,,No,
5013506,BNZZX0JJZ,0,No,,No,
5013507,BNZZX0JJY,0,No,,No,
5013508,BNZZX0JJX,0,No,,No,
5013509,BNZZX0JJW,0,No,,No,
5013510,BNZZX0JJV,0,No,,No,
5013511,BNZZX0JJU,0,No,,No,
5013512,BNZZX0JJT,0,No,,No,
5013513,BNZZX0JJS,0,No,,No,
5013514,BNZZX0JJR,0,No,,No,
5013515,BNZZX0JJQ,0,No,,No,
5013516,BNZZX0JJP,0,No,,No,
5013517,BNZZX0JJO,0,No,,No,
5013518,BNZZX0JJN,0,No,,No,
5013519,BNZZX0JJM,0,No,,No,
5013520,BNZZX0JJL,0,No,,No,
5013521,BNZZX0JJK,0,No,,No,
5013522,BNZZX0JJJ,0,No,,No,
5013523,BNZZX0JJI,0,No,,No,
5013524,BNZZX0JJH,0,No,,No,
5013525,BNZZX0JJG,0,No,,No,
5013526,BNZZX0JJF,0,No,,No,
5013527,BNZZX0JJE,0,No,,No,
5013528,BNZZX0JJD,0,No,,No,
5013529,BNZZX0JJC,0,No,,No,
5013530,BNZZX0JJB,0,No,,No,
5013531,BNZZX0JJA,0,No,,No,
5013532,BNZZX0JJ9,0,No,,No,
5013533,BNZZX0JJ8,0,No,,No,
5013534,BNZZX0JJ7,0,No,,No,
5013535,BNZZX0JJ6,0,No,,No,
5013536,BNZZX0JJ5,0,No,,No,
5013537,BNZZX0JJ4,0,No,,No,
5013538,BNZZX0JJ3,0,No,,No,
5013539,BNZZX0JJ2,0,No,,No,
5013540,BNZZX0JJ1,0,No,,No,
5013541,BNZZX0JJ0,0,No,,No,
5013542,BNZZX0JIZ,0,No,,No,
5013543,BNZZX0JIY,0,No,,No,
5013544,BNZZX0JIX,0,No,,No,
5013545,BNZZX0JIW,0,No,,No,
5013546,BNZZX0JIV,0,No,,No,
5013547,BNZZX0JIU,0,No,,No,
5013548,BNZZX0JIT,0,No,,No,
5013549,BNZZX0JIS,0,No,,No,
5013550,BNZZX0JIR,0,No,,No,
5013551,BNZZX0JIQ,0,No,,No,
5013552,BNZZX0JIP,0,No,,No,
5013553,BNZZX0JIO,0,No,,No,
5013554,BNZZX0JIN,0,No,,No,
5013555,BNZZX0JIM,0,No,,No,
5013556,BNZZX0JIL,0,No,,No,
5013557,BNZZX0JIK,0,No,,No,
5013558,BNZZX0JIJ,0,No,,No,
5013559,BNZZX0JII,0,No,,No,
5013560,BNZZX0JIH,0,No,,No,
5013561,BNZZX0JIG,0,No,,No,
5013562,BNZZX0JIF,0,No,,No,
5013563,BNZZX0JIE,0,No,,No,
5013564,BNZZX0JID,0,No,,No,
5013565,BNZZX0JIC,0,No,,No,
5013566,BNZZX0JIB,0,No,,No,
5013567,BNZZX0JIA,0,No,,No,
5013568,BNZZX0JI9,0,No,,No,
5013569,BNZZX0JI8,0,No,,No,
5013570,BNZZX0JI7,0,No,,No,
5013571,BNZZX0JI6,0,No,,No,
5013572,BNZZX0JI5,0,No,,No,
5013573,BNZZX0JI4,0,No,,No,
5013574,BNZZX0JI3,0,No,,No,
5013575,BNZZX0JI2,0,No,,No,
5013576,BNZZX0JI1,0,No,,No,
5013577,BNZZX0JI0,0,No,,No,
5013578,BNZZX0JHZ,0,No,,No,
5013579,BNZZX0JHY,0,No,,No,
5013580,BNZZX0JHX,0,No,,No,
5013581,BNZZX0JHW,0,No,,No,
5013582,BNZZX0JHV,0,No,,No,
5013583,BNZZX0JHU,0,No,,No,
5013584,BNZZX0JHT,0,No,,No,
5013585,BNZZX0JHS,0,No,,No,
5013586,BNZZX0JHR,0,No,,No,
5013587,BNZZX0JHQ,0,No,,No,
5013588,BNZZX0JHP,0,No,,No,
5013589,BNZZX0JHO,0,No,,No,
5013590,BNZZX0JHN,0,No,,No,
5013591,BNZZX0JHM,0,No,,No,
5013592,BNZZX0JHL,0,No,,No,
5013593,BNZZX0JHK,0,No,,No,
5013594,BNZZX0JHJ,0,No,,No,
5013595,BNZZX0JHI,0,No,,No,
5013596,BNZZX0JHH,0,No,,No,
5013597,BNZZX0JHG,0,No,,No,
5013598,BNZZX0JHF,0,No,,No,
5013599,BNZZX0JHE,0,No,,No,
5013600,BNZZX0JHD,0,No,,No,
5013601,BNZZX0JHC,0,No,,No,
5013602,BNZZX0JHB,0,No,,No,
5013603,BNZZX0JHA,0,No,,No,
5013604,BNZZX0JH9,0,No,,No,
5013605,BNZZX0JH8,0,No,,No,
5013606,BNZZX0JH7,0,No,,No,
5013607,BNZZX0JH6,0,No,,No,
5013608,BNZZX0JH5,0,No,,No,
5013609,BNZZX0JH4,0,No,,No,
5013610,BNZZX0JH3,0,No,,No,
5013611,BNZZX0JH2,0,No,,No,
5013612,BNZZX0JH1,0,No,,No,
5013613,BNZZX0JH0,0,No,,No,
5013614,BNZZX0JGZ,0,No,,No,
5013615,BNZZX0JGY,0,No,,No,
5013616,BNZZX0JGX,0,No,,No,
5013617,BNZZX0JGW,0,No,,No,
5013618,BNZZX0JGV,0,No,,No,
5013619,BNZZX0JGU,0,No,,No,
5013620,BNZZX0JGT,0,No,,No,
5013621,BNZZX0JGS,0,No,,No,
5013622,BNZZX0JGR,0,No,,No,
5013623,BNZZX0JGQ,0,No,,No,
5013624,BNZZX0JGP,0,No,,No,
5013625,BNZZX0JGO,0,No,,No,
5013626,BNZZX0JGN,0,No,,No,
5013627,BNZZX0JGM,0,No,,No,
5013628,BNZZX0JGL,0,No,,No,
5013629,BNZZX0JGK,0,No,,No,
5013630,BNZZX0JGJ,0,No,,No,
5013631,BNZZX0JGI,0,No,,No,
5013632,BNZZX0JGH,0,No,,No,
5013633,BNZZX0JGG,0,No,,No,
5013634,BNZZX0JGF,0,No,,No,
5013635,BNZZX0JGE,0,No,,No,
5013636,BNZZX0JGD,0,No,,No,
5013637,BNZZX0JGC,0,No,,No,
5013638,BNZZX0JGB,0,No,,No,
5013639,BNZZX0JGA,0,No,,No,
5013640,BNZZX0JG9,0,No,,No,
5013641,BNZZX0JG8,0,No,,No,
5013642,BNZZX0JG7,0,No,,No,
5013643,BNZZX0JG6,0,No,,No,
5013644,BNZZX0JG5,0,No,,No,
5013645,BNZZX0JG4,0,No,,No,
5013646,BNZZX0JG3,0,No,,No,
5013647,BNZZX0JG2,0,No,,No,
5013648,BNZZX0JG1,0,No,,No,
5013649,BNZZX0JG0,0,No,,No,
5013650,BNZZX0JFZ,0,No,,No,
5013651,BNZZX0JFY,0,No,,No,
5013652,BNZZX0JFX,0,No,,No,
5013653,BNZZX0JFW,0,No,,No,
5013654,BNZZX0JFV,0,No,,No,
5013655,BNZZX0JFU,0,No,,No,
5013656,BNZZX0JFT,0,No,,No,
5013657,BNZZX0JFS,0,No,,No,
5013658,BNZZX0JFR,0,No,,No,
5013659,BNZZX0JFQ,0,No,,No,
5013660,BNZZX0JFP,0,No,,No,
5013661,BNZZX0JFO,0,No,,No,
5013662,BNZZX0JFN,0,No,,No,
5013663,BNZZX0JFM,0,No,,No,
5013664,BNZZX0JFL,0,No,,No,
5013665,BNZZX0JFK,0,No,,No,
5013666,BNZZX0JFJ,0,No,,No,
5013667,BNZZX0JFI,0,No,,No,
5013668,BNZZX0JFH,0,No,,No,
5013669,BNZZX0JFG,0,No,,No,
5013670,BNZZX0JFF,0,No,,No,
5013671,BNZZX0JFE,0,No,,No,
5013672,BNZZX0JFD,0,No,,No,
5013673,BNZZX0JFC,0,No,,No,
5013674,BNZZX0JFB,0,No,,No,
5013675,BNZZX0JFA,0,No,,No,
5013676,BNZZX0JF9,0,No,,No,
5013677,BNZZX0JF8,0,No,,No,
5013678,BNZZX0JF7,0,No,,No,
5013679,BNZZX0JF6,0,No,,No,
5013680,BNZZX0JF5,0,No,,No,
5013681,BNZZX0JF4,0,No,,No,
5013682,BNZZX0JF3,0,No,,No,
5013683,BNZZX0JF2,0,No,,No,
5013684,BNZZX0JF1,0,No,,No,
5013685,BNZZX0JF0,0,No,,No,
5013686,BNZZX0JEZ,0,No,,No,
5013687,BNZZX0JEY,0,No,,No,
5013688,BNZZX0JEX,0,No,,No,
5013689,BNZZX0JEW,0,No,,No,
5013690,BNZZX0JEV,0,No,,No,
5013691,BNZZX0JEU,0,No,,No,
5013692,BNZZX0JET,0,No,,No,
5013693,BNZZX0JES,0,No,,No,
5013694,BNZZX0JER,0,No,,No,
5013695,BNZZX0JEQ,0,No,,No,
5013696,BNZZX0JEP,0,No,,No,
5013697,BNZZX0JEO,0,No,,No,
5013698,BNZZX0JEN,0,No,,No,
5013699,BNZZX0JEM,0,No,,No,
5013700,BNZZX0JEL,0,No,,No,
5013701,BNZZX0JEK,0,No,,No,
5013702,BNZZX0JEJ,0,No,,No,
5013703,BNZZX0JEI,0,No,,No,
5013704,BNZZX0JEH,0,No,,No,
5013705,BNZZX0JEG,0,No,,No,
5013706,BNZZX0JEF,0,No,,No,
5013707,BNZZX0JEE,0,No,,No,
5013708,BNZZX0JED,0,No,,No,
5013709,BNZZX0JEC,0,No,,No,
5013710,BNZZX0JEB,0,No,,No,
5013711,BNZZX0JEA,0,No,,No,
5013712,BNZZX0JE9,0,No,,No,
5013713,BNZZX0JE8,0,No,,No,
5013714,BNZZX0JE7,0,No,,No,
5013715,BNZZX0JE6,0,No,,No,
5013716,BNZZX0JE5,0,No,,No,
5013717,BNZZX0JE4,0,No,,No,
5013718,BNZZX0JE3,0,No,,No,
5013719,BNZZX0JE2,0,No,,No,
5013720,BNZZX0JE1,0,No,,No,
5013721,BNZZX0JE0,0,No,,No,
5013722,BNZZX0JDZ,0,No,,No,
5013723,BNZZX0JDY,0,No,,No,
5013724,BNZZX0JDX,0,No,,No,
5013725,BNZZX0JDW,0,No,,No,
5013726,BNZZX0JDV,0,No,,No,
